ID;Ciudad;Estrato;Edad;Sexo;Estado Civil;Educación;Religión;Hijos;N° Hijos;Ingresos;Ocupación;¿Cuántas personas viven en su casa, incluido usted?;Nescafe
3568;Ciudad 2;2;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);6;0
3570;Ciudad 2;2;35 - 44;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
3580;Ciudad 2;2;35 - 44;Femenino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
3586;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;1
3588;Ciudad 2;2;35 - 44;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);6;0
3593;Ciudad 2;2;35 - 44;Femenino;Soltero(a);Primaria;7.   Ninguna;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);6;1
3594;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;5;0
3597;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;1
3604;Ciudad 2;4;25 - 34;Masculino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;6.   Estudia y trabaja;4;1
3609;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;5;0
3625;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
3626;Ciudad 2;4;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
3627;Ciudad 2;3;25 - 34;Masculino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
3676;Ciudad 2;2;13 - 16;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;No poseo ingresos propios;6.   Estudia y trabaja;8;1
3678;Ciudad 2;2;25 - 34;Masculino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;1
3698;Ciudad 2;5;17 - 24;Masculino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3703;Ciudad 2;5;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
3713;Ciudad 2;5;25 - 34;Masculino;Soltero(a);Pregrado;7.   Ninguna;Sin Hijos;0;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);1;1
3714;Ciudad 2;6;25 - 34;Femenino;Soltero(a);Pregrado;1.   Católico;Sin Hijos;0;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;1
3720;Ciudad 2;5;35 - 44;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);4;0
3726;Ciudad 2;3;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;0
3736;Ciudad 2;5;17 - 24;Femenino;Soltero(a);Pregrado;2.   Cristiano no católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;1
3795;Ciudad 2;3;55 - 60;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
3807;Ciudad 2;3;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
3809;Ciudad 2;4;35 - 44;Femenino;Separado(a);Pregrado;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);4;0
3811;Ciudad 2;3;35 - 44;Masculino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);3;1
3813;Ciudad 2;2;45 - 54;Masculino;Unión Libre;Bachillerato;7.   Ninguna;Con Hijos;3;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;0
3821;Ciudad 2;2;45 - 54;Femenino;Viudo(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);6;0
3846;Ciudad 2;3;45 - 54;Femenino;Casado(a);Bachillerato;7.   Ninguna;Con Hijos;4;Menos de  $ 500.000;4.  Venta directa (por catalogo);6;1
3856;Ciudad 2;3;45 - 54;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);5;0
3864;Ciudad 2;3;35 - 44;Femenino;Separado(a);Bachillerato;7.   Ninguna;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;0
3865;Ciudad 2;3;35 - 44;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);12;0
3867;Ciudad 2;3;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;1
3868;Ciudad 2;3;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
3876;Ciudad 2;2;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;0
3878;Ciudad 2;2;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);3;0
3882;Ciudad 2;3;61 - 70;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;8.   Pensionado;2;0
3894;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;0
3895;Ciudad 2;5;35 - 44;Masculino;Casado(a);Pregrado;2.   Cristiano no católico;Con Hijos;1;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);4;1
3907;Ciudad 2;4;35 - 44;Femenino;Casado(a);Posgrado;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);5;0
3908;Ciudad 2;3;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);5;1
3909;Ciudad 2;3;35 - 44;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);3;1
3923;Ciudad 2;5;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;3;0
3930;Ciudad 2;1;35 - 44;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;6;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;0
3934;Ciudad 2;2;55 - 60;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);1;1
3942;Ciudad 2;6;45 - 54;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);5;0
3953;Ciudad 2;6;13 - 16;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;$ 2,001.000 -- $ 3,000.000;5.    Estudia;5;0
3966;Ciudad 2;6;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;5.    Estudia;6;0
3987;Ciudad 2;6;35 - 44;Masculino;Casado(a);Posgrado;2.   Cristiano no católico;Con Hijos;1;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);2;0
3989;Ciudad 2;6;35 - 44;Masculino;Unión Libre;Pregrado;1.   Católico;Con Hijos;1;$ 2,001.000 -- $ 3,000.000;2.   Trabaja independientemente (informal);3;0
3994;Ciudad 2;3;35 - 44;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
3996;Ciudad 2;3;35 - 44;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;3.   Empresario o Contratista;6;0
4001;Ciudad 2;2;25 - 34;Femenino;Unión Libre;Bachillerato;7.   Ninguna;Sin Hijos;0;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;0
4002;Ciudad 2;2;25 - 34;Femenino;Soltero(a);Técnico / Tecnológico;2.   Cristiano no católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);2;1
4013;Ciudad 2;2;45 - 54;Femenino;Soltero(a);Primaria;2.   Cristiano no católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
4014;Ciudad 2;4;61 - 70;Femenino;Separado(a);Posgrado;1.   Católico;Con Hijos;2;Mas de $ 3,001.000;8.   Pensionado;1;0
4026;Ciudad 2;2;35 - 44;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
4030;Ciudad 2;2;35 - 44;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;7;0
4032;Ciudad 2;2;45 - 54;Femenino;Separado(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);7;0
4037;Ciudad 2;3;25 - 34;Femenino;Separado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);2;0
4064;Ciudad 2;5;35 - 44;Masculino;Casado(a);Pregrado;3.   Judío;Sin Hijos;0;Mas de $ 3,001.000;1.   Trabaja dependientemente (empleado);2;0
4070;Ciudad 2;6;35 - 44;Masculino;Casado(a);Posgrado;7.   Ninguna;Con Hijos;2;Mas de $ 3,001.000;2.   Trabaja independientemente (informal);4;0
4098;Ciudad 2;2;17 - 24;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);7;1
4099;Ciudad 2;2;17 - 24;Femenino;Soltero(a);Bachillerato;2.   Cristiano no católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);8;1
4102;Ciudad 2;2;17 - 24;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);6;1
4105;Ciudad 2;3;25 - 34;Masculino;Unión Libre;Posgrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;3.   Empresario o Contratista;6;1
4112;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
4115;Ciudad 2;4;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
4116;Ciudad 2;4;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;6.   Estudia y trabaja;5;0
4133;Ciudad 1;6;25 - 34;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;3.   Empresario o Contratista;4;1
4156;Ciudad 1;4;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
4229;Ciudad 1;3;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;4;1
4233;Ciudad 1;3;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);4;0
4238;Ciudad 1;4;61 - 70;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;3;1
4239;Ciudad 1;4;61 - 70;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;3;1
4249;Ciudad 1;4;45 - 54;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
4280;Ciudad 1;4;25 - 34;Femenino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;6.   Estudia y trabaja;3;1
4304;Ciudad 1;3;45 - 54;Masculino;Separado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;1
4309;Ciudad 1;3;45 - 54;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
4313;Ciudad 1;2;17 - 24;Femenino;Soltero(a);Pregrado;1.   Católico;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;13;1
4326;Ciudad 1;3;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;5;1
4330;Ciudad 1;3;25 - 34;Masculino;Casado(a);Pregrado;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;7;1
4331;Ciudad 1;3;25 - 34;Femenino;Casado(a);Primaria;7.   Ninguna;Con Hijos;1;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;9;0
4332;Ciudad 1;3;25 - 34;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;1
4340;Ciudad 1;3;25 - 34;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;1
4342;Ciudad 1;3;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;1
4347;Ciudad 1;3;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;1
4349;Ciudad 1;3;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
4352;Ciudad 1;4;45 - 54;Masculino;Casado(a);Posgrado;1.   Católico;Con Hijos;2;$ 2,001.000 -- $ 3,000.000;1.   Trabaja dependientemente (empleado);4;0
4361;Ciudad 1;4;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;3;0
4406;Ciudad 1;5;25 - 34;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;0
4456;Ciudad 1;1;13 - 16;Masculino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;1
4500;Ciudad 1;1;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;9.   Se dedica al hogar;5;1
4505;Ciudad 1;1;25 - 34;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;2;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;1
4511;Ciudad 1;1;45 - 54;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;6;1
4523;Ciudad 1;2;35 - 44;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;2.   Trabaja independientemente (informal);4;1
4527;Ciudad 1;2;55 - 60;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);7;1
4540;Ciudad 1;2;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;7.   Busca empleo;4;1
4543;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;9.   Se dedica al hogar;3;0
4544;Ciudad 1;1;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;6;0
4546;Ciudad 1;1;25 - 34;Femenino;Unión Libre;Bachillerato;6.   Otra:;Con Hijos;2;No poseo ingresos propios;7.   Busca empleo;8;1
4551;Ciudad 1;2;25 - 34;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;9.   Se dedica al hogar;3;0
4583;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;4;1
4585;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;9;1
4594;Ciudad 1;1;25 - 34;Femenino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);5;1
4596;Ciudad 1;1;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;9.   Se dedica al hogar;3;1
4600;Ciudad 1;1;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;9.   Se dedica al hogar;4;1
4614;Ciudad 1;2;55 - 60;Masculino;Casado(a);Bachillerato;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);5;1
4617;Ciudad 1;2;25 - 34;Femenino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;6;0
4621;Ciudad 1;2;25 - 34;Femenino;Unión Libre;Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;3;1
4636;Ciudad 1;2;13 - 16;Femenino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;0
4676;Ciudad 1;2;17 - 24;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);3;0
4684;Ciudad 1;2;45 - 54;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;2.   Trabaja independientemente (informal);6;1
4695;Ciudad 1;2;17 - 24;Masculino;Soltero(a);Primaria;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;6.   Estudia y trabaja;5;1
4709;Ciudad 1;1;55 - 60;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Con Hijos;3;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);4;0
4711;Ciudad 1;2;35 - 44;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;4;Menos de  $ 500.000;9.   Se dedica al hogar;5;0
4716;Ciudad 1;1;61 - 70;Femenino;Casado(a);Primaria;2.   Cristiano no católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;5;1
4719;Ciudad 1;1;25 - 34;Femenino;Casado(a);Primaria;1.   Católico;Con Hijos;2;No poseo ingresos propios;2.   Trabaja independientemente (informal);4;1
4723;Ciudad 1;1;25 - 34;Femenino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;Menos de  $ 500.000;9.   Se dedica al hogar;5;0
4727;Ciudad 1;2;17 - 24;Femenino;Unión Libre;Bachillerato;6.   Otra:;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;7;0
4745;Ciudad 1;1;45 - 54;Masculino;Casado(a);Bachillerato;2.   Cristiano no católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
4750;Ciudad 1;2;25 - 34;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;1;Menos de  $ 500.000;2.   Trabaja independientemente (informal);11;1
4753;Ciudad 1;2;17 - 24;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;9.   Se dedica al hogar;2;1
4759;Ciudad 1;1;13 - 16;Femenino;Unión Libre;Bachillerato;1.   Católico;Sin Hijos;0;Menos de  $ 500.000;5.    Estudia;7;1
4762;Ciudad 1;1;55 - 60;Femenino;Soltero(a);Primaria;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;0
4766;Ciudad 1;1;45 - 54;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;4;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
4772;Ciudad 1;1;45 - 54;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;6;0
4784;Ciudad 1;1;35 - 44;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;3;1
4785;Ciudad 1;1;35 - 44;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;4;No poseo ingresos propios;9.   Se dedica al hogar;6;0
4786;Ciudad 1;1;45 - 54;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;6;No poseo ingresos propios;9.   Se dedica al hogar;4;1
4792;Ciudad 1;2;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);3;1
4793;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Técnico / Tecnológico;1.   Católico;Con Hijos;1;Menos de  $ 500.000;9.   Se dedica al hogar;3;0
4794;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;5.    Estudia;5;1
4798;Ciudad 1;1;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;5;1
4821;Ciudad 1;3;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 1´001.000 -- $ 2,000.000;1.   Trabaja dependientemente (empleado);3;0
4824;Ciudad 1;3;17 - 24;Masculino;Soltero(a);Técnico / Tecnológico;7.   Ninguna;Con Hijos;1;Menos de  $ 500.000;5.    Estudia;3;1
4840;Ciudad 1;1;45 - 54;Masculino;Soltero(a);Primaria;1.   Católico;Sin Hijos;0;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);7;1
4847;Ciudad 1;2;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);3;1
4853;Ciudad 1;1;35 - 44;Masculino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);7;1
4865;Ciudad 1;3;25 - 34;Masculino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
4875;Ciudad 1;3;25 - 34;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;2;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);8;0
4876;Ciudad 1;3;45 - 54;Femenino;Casado(a);Bachillerato;1.   Católico;Con Hijos;6;$ 1´001.000 -- $ 2,000.000;2.   Trabaja independientemente (informal);4;1
4883;Ciudad 1;1;25 - 34;Femenino;Soltero(a);Bachillerato;7.   Ninguna;Con Hijos;3;Menos de  $ 500.000;9.   Se dedica al hogar;3;1
4884;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;1;No poseo ingresos propios;9.   Se dedica al hogar;3;0
4889;Ciudad 1;2;17 - 24;Masculino;Unión Libre;Técnico / Tecnológico;6.   Otra:;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);6;0
4892;Ciudad 1;2;25 - 34;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);6;1
4896;Ciudad 1;2;45 - 54;Masculino;Soltero(a);Técnico / Tecnológico;6.   Otra:;Sin Hijos;0;$ 501.000 -- $ 1´000.000;6.   Estudia y trabaja;6;1
4900;Ciudad 1;1;25 - 34;Masculino;Soltero(a);Bachillerato;1.   Católico;Con Hijos;2;Menos de  $ 500.000;1.   Trabaja dependientemente (empleado);4;0
4927;Ciudad 1;2;17 - 24;Femenino;Soltero(a);Técnico / Tecnológico;1.   Católico;Con Hijos;1;$ 501.000 -- $ 1´000.000;1.   Trabaja dependientemente (empleado);7;0
4966;Ciudad 1;3;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;9.   Se dedica al hogar;3;1
4972;Ciudad 1;3;55 - 60;Masculino;Casado(a);Primaria;1.   Católico;Con Hijos;3;$ 501.000 -- $ 1´000.000;2.   Trabaja independientemente (informal);4;1
4993;Ciudad 1;1;25 - 34;Femenino;Unión Libre;Bachillerato;2.   Cristiano no católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;0
4998;Ciudad 1;2;13 - 16;Masculino;Soltero(a);Bachillerato;7.   Ninguna;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;9;0
5014;Ciudad 1;1;35 - 44;Femenino;Unión Libre;Primaria;1.   Católico;Con Hijos;3;No poseo ingresos propios;9.   Se dedica al hogar;5;0
5022;Ciudad 1;1;25 - 34;Femenino;Casado(a);Técnico / Tecnológico;1.   Católico;Con Hijos;3;Menos de  $ 500.000;2.   Trabaja independientemente (informal);5;1
5025;Ciudad 1;1;17 - 24;Femenino;Unión Libre;Bachillerato;1.   Católico;Con Hijos;2;No poseo ingresos propios;5.    Estudia;2;0
5036;Ciudad 1;2;13 - 16;Femenino;Soltero(a);Bachillerato;1.   Católico;Sin Hijos;0;No poseo ingresos propios;5.    Estudia;4;0
5040;Ciudad 1;1;35 - 44;Femenino;Viudo(a);Primaria;1.   Católico;Con Hijos;3;Menos de  $ 500.000;9.   Se dedica al hogar;5;1
